vin,stock_num,first_seen,last_seen,ask_price,msrp,mileage,is_new,is_sold,color,interior_color,brand_name,model_name,dealer_id,model_year,body_class,fuel_type_primary,transmission_style,transmission_speeds,drive_type,engine_cylinders,engine_hp,displacement_l,doors,trim,turbo,electrification_level,district,city,country,state
625ea0702e1ab500868faa908bf37e6ee393a760208f9042a21575df42c635da,20158,2020-02-14,2020-02-14,53260,58800,0,True,False,Magnetic,Ebony,FORD,Expedition,7514,2020.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Flexible Fuel Vehicle (FFV),,,4WD,6.0,310.0,3.5,4.0,,,,,Clermont,United States,America/New_York
cb7927c4bc2c7944fdfe4e3b04f0e23b2418d5c072ffd98da5ddf1dfb63e9bff,ST,2018-06-05,2018-06-05,0,0,166810,False,False,Bright Silver Metallic,Med Slate Gray,DODGE,Dakota,7656,2006.0,Pickup,Gasoline,,,4x2,6.0,,3.7,,ST,,,,Gilbert,United States,America/Phoenix
d66d2202cf858a303e6898f66f0157534f9611b2a350900127935737664b74ae,SLE,2018-07-14,2018-07-14,0,0,164094,False,False,Cherry Red Metallic,Dark Pewter,GMC,Canyon,7656,2005.0,Pickup,Gasoline,,,,5.0,,3.5,4.0,,,,,Searcy,United States,America/Chicago
19033fa7964b3a157086c8d50e82a7b642897034ed9e06890bcbc0ddc1164283,,2018-07-31,2018-07-31,0,0,0,False,False,,,FORD,F-150,7656,2011.0,Pickup,Gasoline,,,4WD,8.0,360.0,5.0,,,,,,Jersey City,United States,America/New_York
b2ecbc47c24617c70bd4a3931cd92dbfaaa193d3bc4615fc38b255273f424cee,,2018-07-31,2018-07-31,0,0,0,False,False,,,CHEVROLET,Trailblazer,7656,2005.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4x2,6.0,,4.2,4.0,1/2 Ton,,,,Aloha,United States,America/Los_Angeles
936bef04c2798b79dbcedd19736da00b4ea5da1433d5576df6ec36d28b436cd7,,2018-08-09,2018-08-09,12962,12962,0,False,False,,,TOYOTA,Tundra,7656,2005.0,Pickup,Gasoline,,,4WD,8.0,271.0,4.7,,SR5,,,,Copperas Cove,United States,America/Chicago
bc142c2ab3c159c660e0297d805772fdeb847986f60671c48ce80caf2a120bab,Touring L Plus,2018-09-04,2018-09-04,0,0,0,True,False,Velvet Red Pearlcoat,Black/Alloy,CHRYSLER,Pacifica,7656,2018.0,Minivan,Gasoline,Automatic,9.0,FWD,6.0,,3.6,4.0,RU,No,,,Bridgeport,United States,America/New_York
7e64447e1731391b415939f7018ef6caa58a292416276792287ee550b1534e7f,,2018-09-23,2018-09-23,0,0,0,False,False,,,FORD,Taurus,7656,2007.0,Sedan/Saloon,Gasoline,,,,6.0,155.0,3.0,4.0,,,,,Bryn Mawr-Skyway,United States,America/Los_Angeles
e22226cedb3885f7a22069d6dce8ba38badf9343eb552078e6d4d7ecb49e9d23,,2018-10-12,2018-10-12,0,0,0,False,False,,,CHEVROLET,Impala,7656,2006.0,Sedan/Saloon,Flexible Fuel Vehicle (FFV),,,,6.0,,3.5,4.0,,,,,Santa Maria,United States,America/Los_Angeles
2ba8cb7ae356fd5ff185be940025567761f9cd6f821c0e24e34d7fbe4ff009ba,,2018-10-12,2018-10-12,0,0,0,False,False,,,CHEVROLET,Trailblazer,7656,2004.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,,4.2,4.0,1/2 Ton,,,,Jackson,United States,America/Chicago
ab225dba95fe994a4e9594b6b6c4fc6929892ac37b494fe280a44b5501290690,,2018-10-18,2018-10-18,0,0,0,False,False,,,PONTIAC,G6,7656,2008.0,Sedan/Saloon,Gasoline,,,,6.0,,3.5,4.0,,,,,Acworth,United States,America/New_York
8bf3749065b6c579efcd76acf9608a104c9cd75462d126c38a9cfda4ffd0096f,,2018-10-18,2018-10-18,29420,29420,0,True,False,,,JEEP,Compass,7656,2018.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Automatic,6.0,FWD,4.0,180.0,2.4,4.0,Longitude(BUX) North(Canada) Latitude(Mex U.S.),No,,,Hutto,United States,America/Chicago
418db4b7d884ce0cc221bd94aaa157d244b076f74538d96f525c276e6d0095b4,,2018-10-31,2018-10-31,0,0,0,False,False,,,FORD,Explorer,7656,2011.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,FWD,6.0,290.0,3.5,4.0,,,,,Riverbank,United States,America/Los_Angeles
6fed44122a73f31a0b0aebf31607703251e715e9ce761a0d8d8b84e61eb67685,,2018-11-12,2018-11-12,0,0,0,False,False,,,NISSAN,350Z,7656,2004.0,Coupe,Gasoline,,,4x2,6.0,,3.5,2.0,,,,,Covington,United States,America/New_York
bb2656aa1b6031ff8f51e9d4fa2eccb3f36f68ee9b19d3b07de5554c21ad3d02,,2018-12-11,2018-12-11,0,0,0,False,False,,,MITSUBISHI,Galant,7656,2007.0,Sedan/Saloon,Gasoline,,,,,,2.4,4.0,,,,,Jackson,United States,America/Chicago
62f830cac974013dd027fab440f5df8a48328d90e3cd277f0686aada9e6ce397,,2019-02-19,2019-02-19,0,0,0,False,False,,,FORD,Focus,7656,2006.0,Sedan/Saloon,Gasoline,,,,4.0,130.0,2.0,4.0,,,,,Riverbank,United States,America/Los_Angeles
b3d7990bcca499d84bf326ad7416f4adba0942ecb53ed9ce246b94f2bac3a49f,,2019-02-27,2019-02-27,0,0,0,False,False,,,DODGE,Durango,7656,2004.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,8.0,,5.7,4.0,SLT,,,,Peabody,United States,America/New_York
916b4ec10491e08d4290335a256876c5005b2718e6c1df7426f2f926fa33729e,,2019-03-07,2019-03-08,0,0,0,False,False,,,MAZDA,Tribute,7656,2004.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,201.0,3.0,4.0,,,,,San Gabriel,United States,America/Los_Angeles
c48ed303c6664dcdb37f884e31c7aa105b4a174c8d9a5f0efcc348d0b4471e83,,2019-05-07,2019-05-07,0,0,0,False,False,,,CHEVROLET,Trailblazer,7656,2004.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,,4.2,4.0,1/2 Ton,,,,Port Richmond,United States,America/New_York
60c39022480bf289ad3d117646db36c6a930adf9798ec1ec268346299015cfba,,2019-05-07,2019-05-07,0,0,0,False,False,,,CHEVROLET,Suburban,7656,2003.0,Wagon,Flexible Fuel Vehicle (FFV),,,4WD,8.0,,5.3,,1/2 Ton,,,,Clermont,United States,America/New_York
656704cd6df100f357517d489b7aa68520e240a1387a436f7eace6862b3fc47f,,2019-05-21,2019-05-21,82560,82560,0,True,False,,,RAM,3500,7656,2019.0,Pickup,Diesel,Automatic,8.0,,6.0,,6.7,,D2,Yes,,,Taunton,United States,America/New_York
b09355eaa6e3a57707348eeede40701efbc885f8aa6b1df07231ae585b99a57d,,2019-07-26,2019-07-26,0,0,0,False,False,,,FORD,Explorer,7656,2006.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,8.0,292.0,4.6,4.0,,,,,Fairview Heights,United States,America/Chicago
4c8858f1b53034f893178bc1efadc68fc5d9a6bbdae1c1e3c2dd2660117d7604,,2019-07-27,2019-07-27,0,0,0,False,False,,,HONDA,Pilot,7656,2010.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Automatic,5.0,4WD,6.0,250.0,3.474057568,5.0,Touring,,,,East Haven,United States,America/New_York
2d73cf55fa2055faa0e923ef42b156a0579ca669b9dff165cdb63c56ef84a82d,,2019-08-01,2019-08-02,39245,39245,0,True,False,,,JEEP,Wrangler,7656,2019.0,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,285.0,3.6,4.0,JL,,,,Bourbonnais,United States,America/Chicago
79dc9c657cf6d67784c0b495ae3e6453a9c9e53360b2baa6b0f976a15e1c4ab3,,2019-08-28,2019-08-28,0,0,0,False,False,,,NISSAN,Murano,7656,2006.0,Wagon,Gasoline,,,4WD,,,3.5,4.0,,,,,Hutchinson,United States,America/Chicago
b1058f80139705dae56244dfd674c88d209d4d4f5d6535a637c4baf6f95fe595,,2019-10-31,2019-10-31,0,0,0,False,False,,,FORD,Five Hundred,7656,2007,Sedan/Saloon,Gasoline,,,FWD,6.0,203.0,3.0,4.0,,,,,Crystal Lake,United States,America/Chicago
efddd3223a31d109f30083c154b433b81fb7c03b44f5d358f75c28a0eda87a52,,2019-10-31,2019-11-01,48845,48845,0,True,False,,,JEEP,Grand Cherokee,7656,2020,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Automatic,8.0,4WD,6.0,295.0,3.6,4.0,WK,,,,East Haven,United States,America/New_York
bf4bca4cc6b4c75b78c778a3a326a534b4eca1b43bdbc8fc3167d959dae07c12,,2020-02-07,2020-02-07,0,0,0,False,False,,,FORD,Focus,7656,2014,Sedan/Saloon,Gasoline,,,,4.0,160.0,2.0,4.0,SE,,,,Bryn Mawr-Skyway,United States,America/Los_Angeles
e0ef6be4048cdf214c3becc6c50ff97164d3c5bc66c00ffd351443a0573d27bd,,2018-06-23,2018-06-23,0,0,149861,False,False,Red,,FORD,F-150,7655,2001,Pickup,Gasoline,,,4x2,6.0,200.0,4.2,,,,,,Woodbridge,United States,America/New_York
2390518a3ef5baa03f98acb6316eddc999b3ec8e51974d316d6ccced7cfbca69,745i,2018-06-23,2018-06-23,0,0,104000,False,False,Black,,BMW,745i,7655,2004,Sedan/Saloon,Gasoline,,,,8.0,328.0,4.4,4.0,,,,,Scarsdale,United States,America/New_York
f29324163aab0ee82aa4e56937ab7b316413b118deea9a663c7c3aa3a0216b39,SXT,2018-08-08,2018-08-08,0,0,145715,False,False,Midnight Blue Pearlcoat,,DODGE,Stratus,7655,2005,Sedan/Saloon,Gasoline,,,,4.0,,2.4,4.0,SXT,,,,West Des Moines,United States,America/Chicago
916cdb50e233258163bca124977594c209ec7ffabc659d7627540c64b693d7c2,SE1,2018-08-08,2018-08-08,0,0,200337,False,False,Summit White,Dark Pewter,PONTIAC,Grand AM,7655,2003,Sedan/Saloon,Gasoline,,,,6.0,,3.4,4.0,,,,,Lino Lakes,United States,America/Chicago
15b184dd7aeb94122bb8c8ec669fdc56df3fada7684896cd40ac968ea2ddb653,SE,2018-09-12,2018-09-12,0,0,123607,False,False,,,FORD,Taurus,7655,2005,Sedan/Saloon,,,,,6.0,155.0,3.0,4.0,,,,,Aurora,United States,America/Denver
788bc622e1e004898486eb1d508dafd9f9552e3114c20e3fa21cf0a01afb9565,,2018-09-12,2018-09-12,0,0,159186,False,False,White,,FORD,F-250,7655,2000,Pickup,Gasoline,,,4WD,10.0,265.0,6.8,,,,,,Toledo,United States,America/New_York
78d71d9f2ce6678252bfb2e91db25d276337e03b2221eec5aec7ddd34cea2fb1,,2018-09-12,2018-09-12,0,0,145654,False,False,Dark Stone Clearcoat,Captn Chrs,FORD,F-150,7655,2006,Pickup,Flexible Fuel Vehicle (FFV),,,4WD,8.0,,5.4,,,,,,Port Huron,United States,America/Detroit
faedeafb6d5dd0e5321063377aa19abcd73b79d0c0cff1240139f59498b7433f,,2019-03-19,2019-03-19,0,0,214386,False,False,Gray,,FORD,F-150,7655,2006,Pickup,Gasoline,,,4WD,8.0,300.0,5.4,,,,,,Lompoc,United States,America/Los_Angeles
fd31c40e83d4767e411d444ceafc0ca9dab396219dbd5ccd53e089e676128a14,GTS,2019-04-11,2019-04-11,0,0,166504,False,False,Silver,,MITSUBISHI,Eclipse,7655,2003,Hatchback/Liftback/Notchback,,,,,,,3.0,3.0,,,,,Woodlawn,United States,America/New_York
a2e16a58e02fc9bcccc6ba85b956f83a4120cff52358528a4fe9b6426903c00e,SS,2019-04-11,2019-04-11,0,0,239536,False,False,Black,Ebony,CHEVROLET,Monte Carlo,7655,2001,Coupe,,,,,6.0,,3.8,2.0,,,,,Ada,United States,America/Chicago
4b8e0e17ed9c8d96f8fbc36b475544e532bdd03dc37d7873f923be2da2575503,,2019-08-16,2019-08-16,85645,85645,0,True,False,,,LINCOLN,Navigator,7655,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Flexible Fuel Vehicle (FFV),,,4WD,6.0,310.0,3.5,4.0,,,,,Bridgeport,United States,America/New_York
13c47c989f553eb1db7a80591597a2ce6a8ac13abd206f90e309eadd76afae7f,,2019-08-21,2019-08-21,0,0,0,False,False,,,GMC,Sierra,7655,2002,Pickup,Gasoline,,,4WD,8.0,,6.0,,2500 (3/4 ton),,,,Hueytown,United States,America/Chicago
6f19de913c2c1bd8591856b1640b4f179878601ba7522af711e6ea0a39038eb0,,2019-09-12,2019-09-12,51510,51510,0,True,False,,,LINCOLN,Nautilus,7655,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,AWD,4.0,,2.0,4.0,,,,,Mira Mesa,United States,America/Los_Angeles
f9f29bb1a7348f73431fcd90e7eeb93851a0ab83367c7728152448d800d1e230,,2019-11-21,2019-11-21,0,0,0,False,False,,,CHEVROLET,Silverado,7655,2002,Pickup,Gasoline,,,4x2,8.0,,4.8,,1/2 Ton,,,,Rosedale,United States,America/New_York
55bcab875924bcc65c0bd6b276e614f409f4d6fed94347ff4426ab23f14fdd9b,,2020-02-14,2020-02-14,0,0,0,False,False,,,FORD,Explorer,7655,2013,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,,6.0,290.0,3.5,4.0,,,,,Dumont,United States,America/New_York
60300f62759c28c7dc6cfbe5d639dc0ce952cfb544c7cf2120d58ce448627ac1,,2020-02-25,2020-05-24,34962,38962,0,False,False,,,FORD,F-150,7655,2017,Pickup,Gasoline,,,4WD,8.0,386.0,5.0,,SuperCrew,,,,Peabody,United States,America/New_York
ff911554054111f4509e6b1cc8066f7db3aaf273375e383a4a820aad4c117bd6,P7080,2020-03-04,2020-03-04,0,0,0,False,False,Gun Metallic,charcoal,NISSAN,Sentra,38067,2017,Sedan/Saloon,Gasoline,,,4x2,4.0,130.0,1.8,4.0,,,,,Chillum,United States,America/New_York
9e53b1c7bf9265e890f2c16e7d1814402008b8c5cf0c63d8245aef9c31814100,9713A,2020-05-17,2020-05-17,0,0,0,False,False,Gray,,NISSAN,Sentra,38067,2018,Sedan/Saloon,Gasoline,,,4x2,4.0,130.0,1.8,4.0,,,,,Deltona,United States,America/New_York
4369cee2e06f49936d9648e72373638767075797f37bda8e4dd6a2a6d46615ae,23582,2018-03-29,2018-06-01,16880,16990,33115,False,False,Tuxedo Black Metallic,Charcoal Black,FORD,Edge,16568,2014,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,AWD,6.0,285.0,3.5,4.0,,,,,Pahrump,United States,America/Los_Angeles
0b9a988bdcce16597fcdafa71fe7a8f2ecf60952e46fdb3b9cc5c0781cb069ca,23565A,2018-04-18,2018-06-01,20290,21990,19670,False,False,Cashmere Sandstone Pearlcoat,Black,CHRYSLER,Town and Country,16568,2014,Minivan,Gasoline,,,FWD,6.0,,3.6,4.0,Touring-L,No,,,Hutchinson,United States,America/Chicago
594d8805f05a4b133792d0b4c024f3d0f0e4a1106a08a09efcefdc6b7344514f,23569A,2018-04-29,2018-06-01,33990,34250,5548,False,False,Brilliant Black Crystal Pearlcoat,Black,RAM,1500,16568,2017,Pickup,Gasoline,,,4WD,8.0,395.0,5.7,,SLT,No,,,Westchester,United States,America/Chicago
3bba3d068bb857d92e74b244890f06b36d3f613e3312f567376e21f70f0e8129,,2018-02-08,2018-06-03,35034,36295,0,True,False,,,JEEP,Wrangler JK,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Manual,6.0,4WD,6.0,285.0,3.6,4.0,JK (Open Body),No,,,Troutdale,United States,America/Los_Angeles
b1088c33916483d1da70e6193aed7fa013efb9b8474415fd6cf6215bb567b42e,23581,2018-03-31,2018-06-03,13518,13718,28446,False,False,Solid White,Charcoal,NISSAN,Altima,16568,2015,Sedan/Saloon,Gasoline,,,FWD,4.0,,2.5,4.0,,,,,Fitchburg,United States,America/New_York
6dfbe4dc168903ccf07ed7abb26388cd06c3d9d58f6f554be6fce822d665db00,,2018-03-06,2018-06-03,41245,43655,0,True,False,,,JEEP,Wrangler JK,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,285.0,3.6,4.0,JK (Open Body),No,,,Tupelo,United States,America/Chicago
5cbc6d7d0f33d7cae56ceb28917262521e9eb3f7ec1e9617cba1be5198eccb74,23670,2018-05-01,2018-06-04,53300,53300,0,True,False,Crystal Metallic,Black,JEEP,Wrangler,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Manual,6.0,4WD,6.0,285.0,3.6,4.0,JL (Open Body),No,,,Searcy,United States,America/Chicago
179575ae84b41354c55cafce8bc71dae8ce5109c4224001f3cc2ea8a58c7a84e,23534A,2018-06-04,2018-06-05,0,0,76752,False,False,Silver,,CHRYSLER,Pacifica,16568,2006,Hatchback/Liftback/Notchback,Gasoline,,,FWD,6.0,,3.5,,Base,,,,Harrisburg,United States,America/New_York
45811a46aa3f0f4f4e1588da95635041e7e1f2f047ce119012018e858046c241,,2018-04-21,2018-06-05,29969,30390,0,True,False,,,JEEP,Cherokee,16568,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,271.0,3.2,4.0,KL,,,,Palm Valley,United States,America/New_York
f5ecda155be30bf0fad09eaf678f3beb4090bb7cf0341f6335d720342def4ba8,,2017-11-24,2018-06-05,42013,43580,0,True,False,,,JEEP,Cherokee,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,271.0,3.2,4.0,KL,,,,Estelle,United States,America/Chicago
355430b5c87c856f39057517eeee3ea79c95e1739f199548829defebb08325ef,,2018-04-17,2018-06-06,29969,30390,0,True,False,,,JEEP,Cherokee,16568,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,271.0,3.2,4.0,KL,,,,Glendale,United States,America/Los_Angeles
fb62d5c49cb151afb67a879b40ec4e60897f4f3943c815e26a859479b8caf9cc,,2018-02-26,2018-06-06,32165,33025,0,True,False,,,JEEP,Cherokee,16568,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,271.0,3.2,4.0,KL,,,,Saratoga Springs,United States,America/Denver
e67e4ead61e30ea191e33623283830ce561da6a1f28a304dee1c172401e09ccd,23594,2018-03-31,2018-06-06,46610,46610,0,True,False,Brilliant Black Crystal Pearlcoat,Black,RAM,1500,16568,2018,Pickup,Gasoline,Automatic,8.0,4WD,8.0,395.0,5.7,,DS (Single Rear Wheels),No,,,Longview,United States,America/Chicago
a4338f4a81ba02f723e58a51b3f1cb48ae53ef650ca3a162596432bbdd2c21f5,23511A,2018-05-12,2018-06-08,17579,17899,64350,False,False,Hemi Orange Pearl Coat,Dark Slate Gray,DODGE,Challenger,16568,2009,Coupe,Gasoline,,,RWD,8.0,,5.7,2.0,R/T,No,,,Lakewood,United States,America/New_York
e6c3e67bcc465edb3fb5bad3190edf75dc3ba61eeac9ba7f94ecbfeb8c0deed3,23678,2018-05-03,2018-06-10,57510,57510,0,True,False,Black Clearcoat,Black,DODGE,Durango,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Automatic,8.0,AWD,8.0,360.0,5.7,4.0,WD,No,,,Scotch Plains,United States,America/New_York
6260b59f8f0994399674324b90c5283340273ab9276526e0deb616f0a1cc526c,23698,2018-05-08,2018-06-10,34760,34760,0,True,False,Bright White Clearcoat,Black,JEEP,Cherokee,16568,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4x2,6.0,271.0,3.2,4.0,KL,,,,Toledo,United States,America/New_York
fb10a8585b9edc588aa48958b717479491924ec11982973995f1cadbaed11abd,23529A,2018-04-11,2018-06-10,11484,12990,38437,False,False,Red Hot,Jet Black/Dark Titanium,CHEVROLET,Sonic,16568,2015,Sedan/Saloon,Gasoline,Automatic,,,4.0,,1.4,4.0,,Yes,,,Sun City Center,United States,America/New_York
82dbda861728314bad388e311a964118833a75834e5fe6df6093c7c1f7d522f6,,2017-09-20,2018-06-10,24990,26235,0,True,False,,,JEEP,Compass,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Automatic,6.0,FWD,4.0,180.0,2.4,4.0,Longitude(BUX) North(Canada) Latitude(Mex U.S.),No,,,Huntley,United States,America/Chicago
15cf9dac4f9aae802335283612b2e545b9906fec20f8f0cbae3a02779e640f54,23717,2018-05-18,2018-06-10,33535,33535,0,True,False,Crystal Metallic,Black,JEEP,Wrangler,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Manual,6.0,4WD,6.0,285.0,3.6,4.0,JL (Open Body),No,,,Opportunity,United States,America/Los_Angeles
f98a8578dc8216168baf48543fcdf35a428a35f2c64039893a7142dc9cdf306b,23727,2018-06-09,2018-06-10,0,0,230250,False,False,Red,,DODGE,Ram,16568,2006,Pickup,Diesel,,,4x2,6.0,,5.9,4.0,2500,Yes,,,Longview,United States,America/Chicago
0ac40410c50475140cec21f84fcea4c95c2667744d27844d671a039e9509851c,23478A,2018-03-07,2018-06-10,10990,12500,15598,False,False,Silver,Black,HYUNDAI,Accent,16568,2017,Sedan/Saloon,Gasoline,,,,4.0,138.0,1.6,4.0,,,,,Kearns,United States,America/Denver
af4834db211c26f5a0a6e638f1f184692e37b7b54235bb6c82798ec8e4ddf7a1,23485,2018-02-08,2018-06-10,11790,13999,23774,False,False,Brilliant Silver,Charcoal,NISSAN,Sentra,16568,2014,Sedan/Saloon,Gasoline,,,4x2,4.0,,1.8,4.0,,,,,American Canyon,United States,America/Los_Angeles
fb325954c1e0dcba92ad2541fc020166cc4ec93694606c346371b030b989676d,,2018-03-12,2018-06-10,27388,28200,0,True,False,,,JEEP,Renegade,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Manual,6.0,FWD,4.0,180.0,2.4,4.0,Latitude (North for Canada),No,,,East Haven,United States,America/New_York
0a2f071bf492c10eee6543d0be60943c2f7e221563dd099cf16207b929fe466a,,2018-04-28,2018-06-11,25761,26325,0,True,False,,,JEEP,Renegade,16568,2017,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,AWD,4.0,180.0,2.4,4.0,Latitude (North for Canada),No,,,Middletown,United States,America/New_York
87ae3656d85cea2a5846c19fa9bd711e1973748c6bc78d78afb0355edf17dd8a,,2018-01-20,2018-06-11,44671,47430,0,True,False,,,JEEP,Wrangler JK,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Manual,6.0,4WD,6.0,285.0,3.6,4.0,JK (Open Body),No,,,Kendall,United States,America/New_York
e8e54907eab83017a83f0969a6c658ae9f2432794af223076dadb37b002ed63f,,2018-03-06,2018-06-11,38742,39425,0,True,False,,,DODGE,Durango,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Automatic,8.0,AWD,6.0,295.0,3.6,4.0,WD,No,,,West Chester,United States,America/New_York
3b3616e396301df70d221edfd26266d09b63ac015a63d56f5359a10c5b1d0341,,2018-04-14,2018-06-11,39280,40645,0,True,False,,,JEEP,Cherokee,16568,2019,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,,,4WD,6.0,271.0,3.2,4.0,KL,,,,Lutz,United States,America/New_York
6fa0dda5efe449584abfe764f67453f46813e1d2997e9d6fedaa54c394762e2a,,2018-02-08,2018-06-11,25066,25490,0,True,False,,,JEEP,Compass,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Automatic,6.0,FWD,4.0,180.0,2.4,4.0,Longitude(BUX) North(Canada) Latitude(Mex U.S.),No,,,Kahului,United States,Pacific/Honolulu
0e97239928ff2f4152541645ca9c4db8978abe38e9770474bda4238257312314,23651A1,2018-05-04,2018-06-11,16358,16550,38069,False,False,Bright White Clearcoat,Black,DODGE,Grand Caravan,16568,2015,Minivan,Gasoline,,,FWD,6.0,,3.6,4.0,SE,No,,,Longview,United States,America/Chicago
31f21ab1707a9f8557d193befcd7f441b83537c01688fc4801cee42ef280d2b5,23465B,2016-10-21,2018-06-11,7990,11964,93492,False,False,Imperial Blue Metallic,Titanium,CHEVROLET,Malibu,16568,2012,Sedan/Saloon,Gasoline,,,,4.0,,2.4,4.0,,,,,Fitchburg,United States,America/New_York
18aad7d2b3d1db10e843aa961a9f3b97a76c39f18466970fe2ac5c715d396c01,,2018-01-16,2018-06-13,41825,41825,0,True,False,,,JEEP,Wrangler,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Manual,6.0,4WD,6.0,285.0,3.6,4.0,JL (Open Body),No,,,Woodbridge,United States,America/New_York
59b8ce3f86944ee842a55a99fd7a9f9b1e7d083f26b5648bc8818cef64e4a8e9,,2018-04-21,2018-06-13,48421,54380,0,True,False,,,RAM,1500,16568,2018,Pickup,Gasoline,Automatic,8.0,4WD,8.0,395.0,5.7,,DS (Single Rear Wheels),No,,,Keizer,United States,America/Los_Angeles
6cb23afb1bfbc142fe4515f9809dc25c4984f1b9523ca217aa51704d52080056,23464A,2018-06-01,2018-06-13,18910,18990,58668,False,False,Bright White Clearcoat,Black,CHRYSLER,Town and Country,16568,2014,Minivan,Gasoline,,,FWD,6.0,,3.6,4.0,Touring-L,No,,,Yonkers,United States,America/New_York
763f3076ece9d126c2dd4ed7bf7f543a58954590b9e5128cd15117e667acda71,23658,2018-04-20,2018-06-13,52800,52800,0,True,False,Crystal Metallic,Black,JEEP,Wrangler,16568,2018,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Gasoline,Manual,6.0,4WD,6.0,285.0,3.6,4.0,JL (Open Body),No,,,Middletown,United States,America/New_York
d9b18c8c077ad47d1dd8ce9ff793a854d74825881e43b6e3c9b59cbcd61c29e0,23597A,2018-04-28,2018-06-15,11490,12220,48771,False,False,Black Onyx,Choccachino,BUICK,Verano,16568,2012,Sedan/Saloon,Gasoline,,,,4.0,,2.4,4.0,,,,,Rolla,United States,America/Chicago
cc21b47de6602cbed7db51e2bc312660364d190aa4e325db3508ac8366831191,23713,2018-06-06,2018-06-15,15965,15965,41704,False,False,Black Clearcoat,Dark Slate Gray,JEEP,Compass,16568,2017,Hatchback/Liftback/Notchback,Gasoline,,,4WD,4.0,172.0,2.4,,Latitude,No,,,Westchester,United States,America/Chicago
98c00602e1f2655fccb99e5a0a3d1cc921738030ae8861b71a65645c50f18add,23658A,2018-06-13,2018-06-15,21225,21225,18715,False,False,Burgundy Velvet Metallic Tinted Clearcoat,Medium Soft Ceramic,FORD,Fusion,16568,2017,Sedan/Saloon,Gasoline,,,,4.0,188.0,2.0,4.0,,,HEV,,Sunnyside,United States,America/Los_Angeles
